keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
3,0.6333,600,0.292,0.3797,63.33
16,0.6974,380,0.2101,0.273,69.74000000000001
11,0.7583,240,0.1279,0.1116,75.83
10,0.8,240,0.1105,0.1262,80.0
12,0.8333,156,0.1129,0.093,83.33
14,0.8958,240,0.0903,0.0839,89.58
15,0.9091,110,0.117,0.1086,90.91
13,0.9103,156,0.1087,0.0729,91.03
6,0.9467,600,0.0697,0.1104,94.67
9,0.9632,272,0.0807,0.0622,96.32
4,0.978,182,0.0538,0.0699,97.8
0,0.9915,702,0.0533,0.0492,99.15
5,0.9924,132,0.0457,0.036,99.24
7,1.0,182,0.0369,0.0274,100.0
8,1.0,156,0.0432,0.0352,100.0
