keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
13,0.4091,132,0.3068,0.2824,40.910000000000004
11,0.4615,182,0.3062,0.2642,46.150000000000006
12,0.5076,132,0.257,0.2531,50.760000000000005
14,0.5192,156,0.2544,0.2098,51.92
10,0.5238,462,0.2684,0.2511,52.38
9,0.5573,506,0.2267,0.205,55.730000000000004
3,0.6957,552,0.1257,0.135,69.57
2,0.715,600,0.1495,0.1882,71.5
1,0.8548,420,0.078,0.0856,85.48
0,0.8684,380,0.0703,0.0768,86.83999999999999
5,0.985,600,0.0604,0.0571,98.5
4,0.9855,552,0.0557,0.0609,98.55000000000001
7,0.9883,600,0.0419,0.0416,98.83
6,0.9935,462,0.0377,0.0339,99.35000000000001
8,0.9935,462,0.0461,0.0438,99.35000000000001
