keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
10,0.1218,156,0.4146,0.3007,12.18
9,0.125,72,0.3623,0.2667,12.5
5,0.1319,182,0.4046,0.3071,13.19
3,0.1333,240,0.207,0.1418,13.33
2,0.1503,306,0.1949,0.1649,15.03
7,0.1583,600,0.3268,0.2525,15.83
12,0.175,240,0.1911,0.1599,17.5
8,0.1905,42,0.3242,0.3155,19.05
0,0.2033,182,0.2385,0.2309,20.330000000000002
1,0.2222,90,0.2538,0.2291,22.220000000000002
4,0.2904,272,0.2381,0.2391,29.04
11,0.3119,420,0.2356,0.2791,31.19
6,0.315,600,0.2404,0.2719,31.5
