keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
14,0.2885,156,0.2544,0.2098,28.849999999999998
11,0.2912,182,0.3062,0.2642,29.12
13,0.3409,132,0.3068,0.2824,34.089999999999996
10,0.3615,462,0.2684,0.2511,36.15
9,0.3676,506,0.2267,0.205,36.76
12,0.3864,132,0.257,0.2531,38.64
3,0.5797,552,0.1257,0.135,57.97
2,0.5867,600,0.1495,0.1882,58.67
1,0.7119,420,0.078,0.0856,71.19
5,0.7133,600,0.0604,0.0571,71.33
0,0.7658,380,0.0703,0.0768,76.58
4,0.8188,552,0.0557,0.0609,81.88
8,0.8831,462,0.0461,0.0438,88.31
7,0.9217,600,0.0419,0.0416,92.17
6,0.9567,462,0.0377,0.0339,95.67
