keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
13,0.3,20,0.4601,0.3612,30.0
19,0.3,30,0.4629,0.4621,30.0
11,0.3571,42,0.4839,0.5952,35.709999999999994
10,0.4,90,0.4628,0.5854,40.0
20,0.4,20,0.4318,0.4277,40.0
12,0.4,90,0.3985,0.4205,40.0
2,0.4452,420,0.4057,0.4494,44.519999999999996
18,0.4545,132,0.3343,0.4089,45.45
17,0.4545,110,0.3684,0.4224,45.45
14,0.4667,90,0.289,0.2642,46.67
3,0.4842,380,0.3829,0.4883,48.42
9,0.5182,110,0.3671,0.4792,51.82
1,0.6818,132,0.1714,0.2169,68.17999999999999
16,0.6923,156,0.2217,0.3351,69.23
6,0.7237,380,0.2341,0.3583,72.37
8,0.7368,342,0.2285,0.3854,73.68
7,0.7456,342,0.2286,0.4254,74.56
15,0.7564,156,0.1818,0.1781,75.64
4,0.7974,306,0.1474,0.2456,79.74
5,0.8129,342,0.1303,0.2056,81.28999999999999
0,0.8182,110,0.1129,0.1235,81.82000000000001
