keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
25,0.2619,42,0.1846,0.1809,26.19
21,0.3364,110,0.1781,0.16,33.64
26,0.3462,182,0.1536,0.1468,34.62
28,0.3561,132,0.1006,0.081,35.61
29,0.3571,182,0.1102,0.0947,35.709999999999994
19,0.3667,210,0.1111,0.1062,36.67
27,0.3782,156,0.1637,0.1637,37.82
18,0.3952,210,0.1152,0.105,39.519999999999996
16,0.4,210,0.1554,0.1453,40.0
17,0.4103,156,0.1496,0.1495,41.03
2,0.4167,132,0.1643,0.1802,41.67
11,0.4176,182,0.1608,0.1538,41.760000000000005
14,0.419,210,0.1782,0.1807,41.9
20,0.4306,72,0.1571,0.1625,43.059999999999995
6,0.4773,132,0.1548,0.1796,47.73
24,0.4848,132,0.1374,0.1723,48.480000000000004
10,0.5091,110,0.1205,0.1375,50.91
7,0.5444,90,0.1326,0.1651,54.44
23,0.5536,56,0.0848,0.092,55.36
13,0.5636,110,0.078,0.0858,56.36
15,0.5714,56,0.1705,0.2029,57.14
9,0.5833,12,0.0953,0.1273,58.330000000000005
0,0.6264,182,0.1196,0.1659,62.63999999999999
22,0.6389,72,0.0928,0.1121,63.89
3,0.6545,110,0.104,0.1361,65.45
4,0.7143,42,0.0498,0.0587,71.43
1,0.7197,132,0.1046,0.1608,71.97
8,0.7321,56,0.0685,0.1135,73.21
12,0.8056,72,0.0456,0.0749,80.56
5,0.9286,42,0.0268,0.0476,92.86
