keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
19,0.375,56,0.1115,0.1165,37.5
12,0.4167,156,0.1021,0.1069,41.67
11,0.4936,156,0.0864,0.089,49.36
1,0.519,210,0.0818,0.0854,51.9
3,0.5289,380,0.1067,0.1254,52.89
2,0.5411,462,0.1009,0.1178,54.11
10,0.5497,342,0.0606,0.0638,54.97
20,0.5667,90,0.0778,0.0953,56.67
17,0.6389,72,0.0601,0.0727,63.89
0,0.6542,240,0.0592,0.0765,65.42
5,0.6699,306,0.0462,0.055,66.99000000000001
9,0.6765,306,0.0562,0.0592,67.65
4,0.681,420,0.0412,0.0495,68.10000000000001
16,0.6863,306,0.0497,0.0563,68.63
15,0.7059,306,0.0392,0.0333,70.59
14,0.7095,210,0.0412,0.0377,70.95
18,0.7364,110,0.0388,0.0437,73.64
13,0.8333,6,0.0431,0.0214,83.33
8,0.8658,462,0.0294,0.0388,86.58
7,0.8801,342,0.0261,0.0285,88.01
6,0.9024,420,0.0231,0.0286,90.24
