keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
12,0.7222,90,0.1508,0.1798,72.22
11,0.7619,42,0.1446,0.1677,76.19
17,0.7636,110,0.1196,0.1145,76.36
10,0.8,90,0.1393,0.1581,80.0
9,0.8,110,0.1139,0.1347,80.0
3,0.8211,380,0.122,0.1636,82.11
18,0.8258,132,0.0969,0.1136,82.58
2,0.8429,420,0.1125,0.1754,84.28999999999999
13,0.85,20,0.0891,0.0949,85.0
20,0.85,20,0.1548,0.2054,85.0
19,0.8667,30,0.1209,0.1309,86.67
4,0.8954,306,0.0706,0.0987,89.53999999999999
5,0.9035,342,0.0601,0.1064,90.35
15,0.9231,156,0.07,0.0922,92.31
1,0.9318,132,0.0724,0.097,93.17999999999999
14,0.9333,90,0.0687,0.1152,93.33
6,0.9526,380,0.0426,0.079,95.26
0,0.9545,110,0.0497,0.0929,95.45
8,0.9708,342,0.0369,0.0712,97.08
7,0.9766,342,0.0346,0.0592,97.66
16,0.9936,156,0.0383,0.043,99.36
