keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
10,0.6618,272,0.1103,0.1151,66.18
11,0.6928,306,0.1007,0.13,69.28
12,0.7253,182,0.0992,0.1207,72.53
14,0.7381,42,0.0981,0.1344,73.81
13,0.7628,156,0.0967,0.1454,76.28
16,0.7843,306,0.0698,0.0824,78.43
18,0.7857,42,0.078,0.0944,78.57
1,0.8095,42,0.0481,0.0475,80.95
8,0.8268,462,0.0658,0.1173,82.67999999999999
0,0.8333,30,0.056,0.0418,83.33
5,0.8333,240,0.064,0.115,83.33
17,0.8366,306,0.063,0.0867,83.66
4,0.8407,182,0.0549,0.0729,84.07
6,0.8524,210,0.0508,0.0882,85.24000000000001
2,0.8715,506,0.0493,0.0563,87.15
19,0.881,42,0.0696,0.1391,88.1
7,0.9011,182,0.0469,0.086,90.11
15,0.9066,182,0.0474,0.0835,90.66
3,0.9286,462,0.039,0.0423,92.86
9,0.9348,552,0.0363,0.0509,93.47999999999999
