keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
21,0.5636,110,0.1781,0.16,56.36
25,0.5952,42,0.1846,0.1809,59.519999999999996
14,0.6095,210,0.1782,0.1807,60.95
11,0.6154,182,0.1608,0.1538,61.53999999999999
16,0.6476,210,0.1554,0.1453,64.75999999999999
2,0.6515,132,0.1643,0.1802,65.14999999999999
20,0.6528,72,0.1571,0.1625,65.28
27,0.6603,156,0.1637,0.1637,66.03
15,0.6607,56,0.1705,0.2029,66.07
17,0.6731,156,0.1496,0.1495,67.31
26,0.6978,182,0.1536,0.1468,69.78
24,0.7197,132,0.1374,0.1723,71.97
7,0.7333,90,0.1326,0.1651,73.33
6,0.7348,132,0.1548,0.1796,73.48
3,0.7364,110,0.104,0.1361,73.64
9,0.75,12,0.0953,0.1273,75.0
10,0.7636,110,0.1205,0.1375,76.36
0,0.7747,182,0.1196,0.1659,77.47
1,0.7803,132,0.1046,0.1608,78.03
19,0.8048,210,0.1111,0.1062,80.47999999999999
18,0.8143,210,0.1152,0.105,81.43
22,0.8333,72,0.0928,0.1121,83.33
23,0.8571,56,0.0848,0.092,85.71
29,0.8626,182,0.1102,0.0947,86.26
28,0.8788,132,0.1006,0.081,87.88
8,0.8929,56,0.0685,0.1135,89.29
13,0.9182,110,0.078,0.0858,91.82000000000001
12,0.9306,72,0.0456,0.0749,93.06
4,0.9524,42,0.0498,0.0587,95.24000000000001
5,0.9762,42,0.0268,0.0476,97.61999999999999
