keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
11,0.7941,306,0.1007,0.13,79.41
10,0.8125,272,0.1103,0.1151,81.25
12,0.8297,182,0.0992,0.1207,82.97
13,0.8462,156,0.0967,0.1454,84.61999999999999
14,0.881,42,0.0981,0.1344,88.1
18,0.881,42,0.078,0.0944,88.1
5,0.8917,240,0.064,0.115,89.17
8,0.9026,462,0.0658,0.1173,90.25999999999999
19,0.9048,42,0.0696,0.1391,90.48
17,0.9379,306,0.063,0.0867,93.78999999999999
7,0.9396,182,0.0469,0.086,93.96
6,0.9429,210,0.0508,0.0882,94.28999999999999
15,0.9451,182,0.0474,0.0835,94.51
4,0.956,182,0.0549,0.0729,95.6
16,0.9575,306,0.0698,0.0824,95.75
2,0.9763,506,0.0493,0.0563,97.63
3,0.9848,462,0.039,0.0423,98.48
9,0.9855,552,0.0363,0.0509,98.55000000000001
1,1.0,42,0.0481,0.0475,100.0
0,1.0,30,0.056,0.0418,100.0
