keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
19,0.8036,56,0.1115,0.1165,80.36
3,0.8105,380,0.1067,0.1254,81.05
20,0.8556,90,0.0778,0.0953,85.56
11,0.859,156,0.0864,0.089,85.9
12,0.8654,156,0.1021,0.1069,86.53999999999999
2,0.8983,462,0.1009,0.1178,89.83
1,0.9095,210,0.0818,0.0854,90.95
0,0.9333,240,0.0592,0.0765,93.33
10,0.9561,342,0.0606,0.0638,95.61
5,0.9575,306,0.0462,0.055,95.75
17,0.9583,72,0.0601,0.0727,95.83
4,0.9595,420,0.0412,0.0495,95.95
16,0.9608,306,0.0497,0.0563,96.08
9,0.9673,306,0.0562,0.0592,96.73
18,0.9818,110,0.0388,0.0437,98.18
14,0.9857,210,0.0412,0.0377,98.57000000000001
8,0.987,462,0.0294,0.0388,98.7
6,0.9952,420,0.0231,0.0286,99.52
7,0.9971,342,0.0261,0.0285,99.71
13,1.0,6,0.0431,0.0214,100.0
15,1.0,306,0.0392,0.0333,100.0
