keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
13,0.5429,210,0.1225,0.1162,54.290000000000006
9,0.5842,380,0.1436,0.1725,58.42
18,0.619,42,0.099,0.111,61.9
10,0.6286,210,0.1052,0.1128,62.86000000000001
15,0.6538,182,0.1006,0.0956,65.38000000000001
11,0.6667,240,0.1008,0.1145,66.67
19,0.6667,42,0.0965,0.1062,66.67
12,0.6708,240,0.1044,0.1292,67.08
8,0.6762,210,0.1019,0.1162,67.62
17,0.75,56,0.0764,0.0854,75.0
14,0.803,132,0.0832,0.1043,80.30000000000001
2,0.8222,90,0.0626,0.1213,82.22
6,0.8363,342,0.0779,0.132,83.63000000000001
16,0.8571,42,0.0739,0.074,85.71
0,0.9103,156,0.0461,0.0736,91.03
5,0.9113,462,0.0439,0.0838,91.13
1,0.919,210,0.0358,0.0576,91.9
3,0.9476,210,0.0315,0.054,94.76
4,0.9714,420,0.0214,0.0446,97.14
7,0.9738,420,0.0234,0.0445,97.38
