keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
9,0.2143,182,0.2438,0.1914,21.43
17,0.2333,210,0.1239,0.0949,23.330000000000002
8,0.275,240,0.2383,0.207,27.500000000000004
10,0.3397,156,0.1055,0.0892,33.97
15,0.381,42,0.0626,0.036,38.1
16,0.386,272,0.1508,0.1644,38.6
12,0.4107,56,0.0997,0.1012,41.07
6,0.4265,272,0.1301,0.1558,42.65
13,0.5,56,0.097,0.1084,50.0
14,0.5,56,0.0602,0.0422,50.0
11,0.5143,210,0.1045,0.1317,51.43
4,0.5238,210,0.07,0.0728,52.38
18,0.5769,182,0.0722,0.0852,57.69
7,0.5917,240,0.0814,0.1216,59.17
5,0.6042,240,0.0696,0.0943,60.419999999999995
3,0.6143,420,0.0829,0.1062,61.42999999999999
20,0.6364,132,0.0531,0.059,63.63999999999999
22,0.6503,306,0.0554,0.0755,65.03
19,0.6667,72,0.041,0.0308,66.67
2,0.7,380,0.0512,0.0578,70.0
21,0.7,30,0.0401,0.0242,70.0
1,0.7895,342,0.0406,0.0706,78.95
0,0.8571,462,0.0313,0.0425,85.71
24,0.8787,272,0.0273,0.0444,87.87
23,0.8961,462,0.0369,0.0954,89.61
