keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
12,0.4103,156,0.1062,0.1187,41.03
11,0.4231,156,0.0912,0.0891,42.309999999999995
19,0.4464,56,0.0871,0.0855,44.64
2,0.4978,462,0.1026,0.1178,49.78
13,0.5,6,0.0517,0.0455,50.0
10,0.5263,342,0.066,0.0689,52.629999999999995
3,0.5474,380,0.0997,0.1247,54.74
17,0.5556,72,0.0791,0.1054,55.559999999999995
20,0.5889,90,0.074,0.0885,58.89
1,0.5905,210,0.0736,0.08,59.050000000000004
16,0.6209,306,0.0584,0.0633,62.09
18,0.6545,110,0.0529,0.0572,65.45
9,0.6634,306,0.0592,0.0645,66.34
14,0.6762,210,0.0471,0.0492,67.62
0,0.7,240,0.0521,0.0644,70.0
5,0.7059,306,0.0439,0.0528,70.59
15,0.7386,306,0.0377,0.0311,73.86
4,0.7952,420,0.0323,0.0451,79.52
8,0.8615,462,0.0315,0.0427,86.15
7,0.886,342,0.0246,0.0283,88.6
6,0.9214,420,0.0224,0.0287,92.14
