keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
3,0.4051,506,0.1966,0.1702,40.510000000000005
11,0.4475,552,0.1707,0.1609,44.75
1,0.45,420,0.1555,0.1312,45.0
4,0.4545,506,0.176,0.1682,45.45
7,0.4658,380,0.1564,0.1343,46.58
6,0.4784,462,0.1548,0.151,47.839999999999996
9,0.4822,506,0.1447,0.1228,48.22
0,0.5184,380,0.159,0.1658,51.839999999999996
13,0.5725,552,0.1207,0.1173,57.25
15,0.5789,380,0.1307,0.1285,57.89
14,0.6039,462,0.1086,0.12,60.39
12,0.6051,552,0.1272,0.1577,60.51
2,0.6228,342,0.1351,0.174,62.28
8,0.6262,420,0.111,0.1309,62.62
10,0.6333,420,0.1325,0.1635,63.33
5,0.6818,506,0.1107,0.1166,68.17999999999999
