keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
4,0.7684,272,0.1435,0.1679,76.84
5,0.8013,156,0.1535,0.1657,80.13
7,0.8561,132,0.097,0.1201,85.61
3,0.8604,702,0.096,0.0866,86.04
2,0.8704,702,0.0876,0.0841,87.03999999999999
8,0.8783,600,0.0822,0.0747,87.83
10,0.8895,552,0.0833,0.0736,88.94999999999999
0,0.896,702,0.0854,0.0877,89.60000000000001
1,0.9003,702,0.088,0.0906,90.03
11,0.9308,506,0.0754,0.0684,93.08
6,0.9341,182,0.0686,0.067,93.41000000000001
9,0.935,600,0.0644,0.0676,93.5
17,0.9558,702,0.0587,0.0625,95.58
16,0.9715,702,0.0625,0.0606,97.15
12,0.9947,380,0.0444,0.0388,99.47
14,0.9967,306,0.0496,0.0388,99.67
15,0.9971,342,0.0492,0.0395,99.71
13,1.0,420,0.0476,0.0374,100.0
