keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
16,0.5238,42,0.1508,0.136,52.38
13,0.5524,210,0.1227,0.1186,55.24
18,0.5714,42,0.1386,0.1403,57.14
15,0.6044,182,0.1141,0.0992,60.440000000000005
19,0.619,42,0.125,0.1379,61.9
10,0.619,210,0.1014,0.0964,61.9
14,0.6439,132,0.0972,0.1026,64.39
11,0.6583,240,0.1027,0.1098,65.83
9,0.6816,380,0.1164,0.1557,68.16
12,0.6833,240,0.0923,0.1022,68.33
8,0.6857,210,0.0887,0.0983,68.57
17,0.7143,56,0.1049,0.1214,71.43
2,0.8556,90,0.044,0.0546,85.56
1,0.9238,210,0.0382,0.06,92.38
3,0.9333,210,0.0279,0.0332,93.33
6,0.9386,342,0.0443,0.0721,93.86
0,0.9423,156,0.0362,0.0586,94.23
5,0.9437,462,0.0323,0.0635,94.37
7,0.9524,420,0.0266,0.0526,95.24000000000001
4,0.9714,420,0.0218,0.0439,97.14
