keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
26,0.1978,182,0.194,0.1552,19.78
20,0.2778,72,0.187,0.1682,27.779999999999998
28,0.2879,132,0.114,0.0854,28.79
21,0.3091,110,0.1916,0.163,30.91
25,0.3333,42,0.1991,0.1926,33.33
19,0.3333,210,0.1245,0.1155,33.33
29,0.3516,182,0.1039,0.0914,35.160000000000004
18,0.3619,210,0.1188,0.1088,36.19
27,0.3654,156,0.1747,0.1753,36.54
16,0.3714,210,0.1496,0.1398,37.14
7,0.3778,90,0.201,0.2019,37.78
14,0.3905,210,0.1736,0.1716,39.050000000000004
17,0.391,156,0.1565,0.1536,39.1
11,0.4066,182,0.1656,0.152,40.660000000000004
9,0.4167,12,0.1317,0.1349,41.67
2,0.4318,132,0.1674,0.184,43.18
10,0.4545,110,0.1329,0.1407,45.45
24,0.4545,132,0.152,0.1718,45.45
6,0.4621,132,0.1513,0.1834,46.21
0,0.533,182,0.1398,0.1702,53.300000000000004
15,0.5357,56,0.1671,0.2017,53.56999999999999
23,0.5536,56,0.0794,0.0845,55.36
13,0.5636,110,0.0824,0.0929,56.36
22,0.5694,72,0.0861,0.1017,56.940000000000005
1,0.5909,132,0.1382,0.1741,59.089999999999996
3,0.6364,110,0.1016,0.131,63.63999999999999
8,0.6786,56,0.0769,0.1194,67.86
4,0.6905,42,0.0629,0.0837,69.05
12,0.7778,72,0.05,0.0701,77.78
5,0.8571,42,0.0357,0.0502,85.71
