keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
5,0.2885,156,0.1535,0.1657,28.849999999999998
3,0.3903,702,0.096,0.0866,39.03
4,0.4044,272,0.1435,0.1679,40.44
1,0.4444,702,0.088,0.0906,44.440000000000005
0,0.4487,702,0.0854,0.0877,44.87
2,0.4587,702,0.0876,0.0841,45.87
10,0.4601,552,0.0833,0.0736,46.01
11,0.4704,506,0.0754,0.0684,47.04
8,0.4833,600,0.0822,0.0747,48.33
7,0.5076,132,0.097,0.1201,50.760000000000005
16,0.5299,702,0.0625,0.0606,52.99
6,0.5549,182,0.0686,0.067,55.489999999999995
9,0.5817,600,0.0644,0.0676,58.17
17,0.5897,702,0.0587,0.0625,58.97
15,0.5994,342,0.0492,0.0395,59.940000000000005
14,0.6013,306,0.0496,0.0388,60.129999999999995
13,0.631,420,0.0476,0.0374,63.1
12,0.6947,380,0.0444,0.0388,69.47
