keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
13,0.7527,182,0.1319,0.151,75.27000000000001
12,0.7684,272,0.1081,0.1034,76.84
9,0.8333,342,0.1071,0.1295,83.33
10,0.8605,380,0.1097,0.1148,86.05000000000001
2,0.8763,380,0.1115,0.0983,87.63
11,0.886,342,0.0672,0.0915,88.6
3,0.9216,306,0.088,0.0738,92.16
14,0.9229,506,0.0759,0.0917,92.29
15,0.9679,156,0.0507,0.0497,96.78999999999999
1,0.9762,42,0.0658,0.0681,97.61999999999999
6,0.9892,462,0.0209,0.0429,98.92
8,0.9935,306,0.0247,0.0385,99.35000000000001
7,0.9941,506,0.0331,0.0377,99.41
4,0.9967,306,0.0271,0.0292,99.67
0,1.0,42,0.0332,0.0431,100.0
5,1.0,272,0.0241,0.022,100.0
