keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
10,0.6324,272,0.1124,0.1153,63.239999999999995
11,0.6699,306,0.1086,0.1325,66.99000000000001
14,0.7143,42,0.1025,0.1269,71.43
12,0.7418,182,0.0982,0.1246,74.18
16,0.768,306,0.0753,0.0972,76.8
13,0.7756,156,0.088,0.1333,77.56
18,0.7857,42,0.0839,0.1124,78.57
17,0.8072,306,0.0729,0.093,80.72
5,0.8208,240,0.0657,0.1121,82.08
0,0.8333,30,0.0551,0.0402,83.33
19,0.8333,42,0.0859,0.1555,83.33
8,0.8398,462,0.0648,0.1168,83.98
4,0.8407,182,0.0577,0.0725,84.07
6,0.8476,210,0.0583,0.1078,84.76
7,0.8626,182,0.0487,0.0791,86.26
2,0.8656,506,0.0512,0.0589,86.56
15,0.8901,182,0.0536,0.0918,89.01
1,0.9048,42,0.033,0.0372,90.48
3,0.9134,462,0.0472,0.0615,91.34
9,0.9239,552,0.0375,0.0611,92.39
