keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
7,0.1921,380,0.1564,0.1343,19.21
1,0.2071,420,0.1555,0.1312,20.71
3,0.2253,506,0.1966,0.1702,22.53
9,0.2411,506,0.1447,0.1228,24.11
11,0.2518,552,0.1707,0.1609,25.180000000000003
15,0.3053,380,0.1307,0.1285,30.53
4,0.336,506,0.176,0.1682,33.6
6,0.3528,462,0.1548,0.151,35.28
0,0.3789,380,0.159,0.1658,37.89
13,0.3804,552,0.1207,0.1173,38.04
5,0.3933,506,0.1107,0.1166,39.33
10,0.4833,420,0.1325,0.1635,48.33
12,0.4928,552,0.1272,0.1577,49.28
14,0.5,462,0.1086,0.12,50.0
2,0.5058,342,0.1351,0.174,50.580000000000005
8,0.5429,420,0.111,0.1309,54.290000000000006
