keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
18,0.1905,42,0.1386,0.1403,19.05
16,0.2381,42,0.1508,0.136,23.810000000000002
15,0.3187,182,0.1141,0.0992,31.869999999999997
10,0.4,210,0.1014,0.0964,40.0
13,0.4048,210,0.1227,0.1186,40.48
8,0.4333,210,0.0887,0.0983,43.33
14,0.4394,132,0.0972,0.1026,43.94
11,0.4458,240,0.1027,0.1098,44.58
17,0.4643,56,0.1049,0.1214,46.43
12,0.4708,240,0.0923,0.1022,47.08
19,0.4762,42,0.125,0.1379,47.620000000000005
9,0.4763,380,0.1164,0.1557,47.63
2,0.7333,90,0.044,0.0546,73.33
6,0.7836,342,0.0443,0.0721,78.36
1,0.8048,210,0.0382,0.06,80.47999999999999
0,0.8462,156,0.0362,0.0586,84.61999999999999
3,0.881,210,0.0279,0.0332,88.1
5,0.8853,462,0.0323,0.0635,88.53
7,0.8905,420,0.0266,0.0526,89.05
4,0.9071,420,0.0218,0.0439,90.71000000000001
