keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
20,0.7,20,0.2114,0.2153,70.0
11,0.7857,42,0.131,0.1464,78.57
12,0.7889,90,0.1383,0.1572,78.89
10,0.7889,90,0.1269,0.1399,78.89
9,0.7909,110,0.1104,0.1391,79.09
17,0.8,110,0.1175,0.1245,80.0
14,0.8,90,0.1124,0.1381,80.0
13,0.8,20,0.1057,0.1035,80.0
19,0.8,30,0.1317,0.1375,80.0
18,0.803,132,0.1104,0.1097,80.30000000000001
3,0.8316,380,0.1232,0.1502,83.16
2,0.8548,420,0.1167,0.1685,85.48
4,0.8954,306,0.0755,0.1005,89.53999999999999
1,0.9091,132,0.0749,0.1032,90.91
5,0.9152,342,0.058,0.1019,91.52
6,0.9474,380,0.0471,0.0811,94.74000000000001
0,0.9545,110,0.0431,0.0649,95.45
15,0.9551,156,0.0683,0.0772,95.50999999999999
7,0.9561,342,0.0405,0.0695,95.61
8,0.9795,342,0.0384,0.071,97.95
16,0.9872,156,0.0504,0.0745,98.72
