keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
10,0.625,72,0.1785,0.1118,62.5
5,0.7333,210,0.1307,0.1448,73.33
1,0.7549,506,0.1312,0.1211,75.49
4,0.7614,306,0.1376,0.1338,76.14
9,0.7727,506,0.1135,0.1074,77.27000000000001
8,0.8103,506,0.1088,0.1147,81.03
0,0.8119,420,0.1189,0.1147,81.19
2,0.8476,420,0.1014,0.0865,84.76
7,0.8571,210,0.1059,0.0871,85.71
12,0.8571,42,0.0916,0.0847,85.71
11,0.875,56,0.1049,0.0794,87.5
6,0.891,156,0.0956,0.0838,89.1
3,0.9042,240,0.0949,0.08,90.42
13,1.0,2,0.1005,0.079,100.0
