keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
2,0.5158,380,0.1115,0.0983,51.580000000000005
10,0.5579,380,0.1097,0.1148,55.78999999999999
13,0.5824,182,0.1319,0.151,58.24
9,0.617,342,0.1071,0.1295,61.7
3,0.6242,306,0.088,0.0738,62.419999999999995
12,0.625,272,0.1081,0.1034,62.5
1,0.6905,42,0.0658,0.0681,69.05
11,0.7485,342,0.0672,0.0915,74.85000000000001
14,0.8103,506,0.0759,0.0917,81.03
15,0.8782,156,0.0507,0.0497,87.82
0,0.9048,42,0.0332,0.0431,90.48
7,0.9427,506,0.0331,0.0377,94.27
8,0.9608,306,0.0247,0.0385,96.08
6,0.961,462,0.0209,0.0429,96.1
4,0.9771,306,0.0271,0.0292,97.71
5,0.9963,272,0.0241,0.022,99.63
