keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
11,0.5385,156,0.2137,0.1959,53.849999999999994
5,0.5621,306,0.2044,0.1924,56.21000000000001
6,0.5769,182,0.1968,0.1685,57.69
0,0.6183,600,0.1916,0.209,61.83
13,0.671,462,0.1666,0.2057,67.10000000000001
2,0.7485,342,0.1475,0.1241,74.85000000000001
12,0.75,72,0.1384,0.1612,75.0
1,0.7632,342,0.1441,0.1286,76.32
7,0.7803,132,0.1302,0.1196,78.03
10,0.7889,90,0.1331,0.1302,78.89
3,0.7917,240,0.1414,0.0938,79.17
8,0.8106,132,0.1223,0.1056,81.06
4,0.8667,240,0.1115,0.0777,86.67
9,0.9556,90,0.0914,0.0724,95.56
