keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
3,0.8316,380,0.0997,0.1247,83.16
12,0.8397,156,0.1062,0.1187,83.97
2,0.8723,462,0.1026,0.1178,87.22999999999999
11,0.8782,156,0.0912,0.0891,87.82
20,0.8889,90,0.074,0.0885,88.89
17,0.8889,72,0.0791,0.1054,88.89
19,0.8929,56,0.0871,0.0855,89.29
1,0.9095,210,0.0736,0.08,90.95
10,0.9532,342,0.066,0.0689,95.32000000000001
16,0.9542,306,0.0584,0.0633,95.42
18,0.9636,110,0.0529,0.0572,96.36
14,0.9667,210,0.0471,0.0492,96.67
5,0.9673,306,0.0439,0.0528,96.73
0,0.9708,240,0.0521,0.0644,97.08
4,0.9714,420,0.0323,0.0451,97.14
9,0.9739,306,0.0592,0.0645,97.39
8,0.987,462,0.0315,0.0427,98.7
6,0.9952,420,0.0224,0.0287,99.52
7,0.9971,342,0.0246,0.0283,99.71
13,1.0,6,0.0517,0.0455,100.0
15,1.0,306,0.0377,0.0311,100.0
