keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
15,0.4364,110,0.0608,0.0436,43.64
13,0.5577,156,0.0508,0.04,55.769999999999996
14,0.6125,240,0.048,0.042,61.25000000000001
12,0.6218,156,0.0496,0.0507,62.18
16,0.6395,380,0.0671,0.083,63.949999999999996
10,0.6917,240,0.0414,0.036,69.17
11,0.7375,240,0.0374,0.0419,73.75
9,0.8199,272,0.033,0.0258,81.99
3,0.865,600,0.0363,0.0872,86.5
7,0.9176,182,0.016,0.016,91.75999999999999
0,0.9288,702,0.0229,0.019,92.88
8,0.9359,156,0.0169,0.017,93.58999999999999
5,0.9394,132,0.0201,0.0156,93.94
6,0.9917,600,0.0167,0.0112,99.17
4,0.9945,182,0.018,0.0109,99.45
