keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
3,0.175,240,0.1414,0.0938,17.5
1,0.193,342,0.1441,0.1286,19.3
2,0.2222,342,0.1475,0.1241,22.220000000000002
4,0.2542,240,0.1115,0.0777,25.419999999999998
6,0.2802,182,0.1968,0.1685,28.02
7,0.2803,132,0.1302,0.1196,28.03
8,0.2879,132,0.1223,0.1056,28.79
9,0.3,90,0.0914,0.0724,30.0
10,0.3111,90,0.1331,0.1302,31.11
11,0.3397,156,0.2137,0.1959,33.97
5,0.3399,306,0.2044,0.1924,33.989999999999995
0,0.3933,600,0.1916,0.209,39.33
13,0.4675,462,0.1666,0.2057,46.75
12,0.4861,72,0.1384,0.1612,48.61
