keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
9,0.5,182,0.2438,0.1914,50.0
8,0.525,240,0.2383,0.207,52.5
16,0.7243,272,0.1508,0.1644,72.43
6,0.7978,272,0.1301,0.1558,79.78
13,0.8036,56,0.097,0.1084,80.36
17,0.8095,210,0.1239,0.0949,80.95
3,0.8333,420,0.0829,0.1062,83.33
12,0.8393,56,0.0997,0.1012,83.93
11,0.8571,210,0.1045,0.1317,85.71
10,0.8718,156,0.1055,0.0892,87.18
5,0.8833,240,0.0696,0.0943,88.33
18,0.9176,182,0.0722,0.0852,91.75999999999999
7,0.9208,240,0.0814,0.1216,92.08
4,0.9333,210,0.07,0.0728,93.33
22,0.9542,306,0.0554,0.0755,95.42
2,0.9553,380,0.0512,0.0578,95.53
23,0.961,462,0.0369,0.0954,96.1
20,0.9621,132,0.0531,0.059,96.21
1,0.9649,342,0.0406,0.0706,96.49
24,0.9853,272,0.0273,0.0444,98.53
0,0.987,462,0.0313,0.0425,98.7
15,1.0,42,0.0626,0.036,100.0
21,1.0,30,0.0401,0.0242,100.0
14,1.0,56,0.0602,0.0422,100.0
19,1.0,72,0.041,0.0308,100.0
