Model,Metric,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,dog,horse,motorbike,person,pottedplant,sheep,train,tvmonitor,Mean
Zero-shot,PCK@0.05,38.88843801661812,31.68621933621933,53.197649137820086,12.75607108940442,31.02983032293377,27.449080219905937,24.679820524235417,60.25427119177119,22.805995603983217,44.12509790905689,35.1797064047064,33.84137205387205,26.5139284583729,34.907713653867496,19.32079328251022,29.75720166320804,36.87143177222543,25.775598638676673,32.39224414536479
Zero-shot,PCK@0.10,52.51266116338804,45.3531191031191,75.04753437445746,22.44494188938633,47.05081189563948,36.774083734030754,36.466175914314206,70.56295463795463,34.30146779604984,61.08220051617521,50.758648296148294,52.776759351759345,44.242696603807715,55.833469948854564,39.69059588259124,46.1716289114854,54.84650013419855,46.45463159191483,48.298098597221205
Zero-shot,PCK@0.20,65.03774524546162,59.98575313575314,86.31271941101001,35.81880567991679,61.48882503192848,45.88291130022496,46.739905582990694,81.08104996854998,46.68219680216584,77.44016363350487,68.83939763939763,69.6778305028305,60.92796092796092,70.62125481356252,58.321087909254956,63.42176212292707,70.81610115340274,63.41287505846755,62.85470153192372
Fine-tuned,PCK@0.05,65.70712538845868,46.01899211899212,69.19754667617914,37.485415818749146,43.327403758438244,70.94126425020195,61.4311117369628,80.48905261405261,41.69209789178829,69.02617555061681,60.07189292189292,50.647844285344284,43.13678605345272,53.68570147800917,31.62528081611608,45.32136409096455,65.27547610384912,48.28323450794549,53.89057959954501
Fine-tuned,PCK@0.10,74.23422057556867,57.547186147186146,85.4403087415908,50.92716953828065,56.78448275862069,80.70439059124207,70.401812775483,87.52503607503608,52.63096466656838,84.42098997789063,74.56090159840159,68.46816794316794,57.61011622122733,72.02081892466508,48.15153942474128,60.19736314850595,84.66692753895134,71.16305479202877,68.15334675171097
Fine-tuned,PCK@0.20,82.237865880449,66.62032967032965,93.59897501991519,65.01684529462307,68.29155263638022,86.60975045485915,78.01834886941269,92.11410765160765,61.174918133122475,91.35838187802801,85.86819846819846,81.76000342250342,70.41310541310541,81.73352544891006,60.17272492910544,73.70450796201594,93.93730773195058,85.38371691731518,78.2973421745852
Fine-tuned + Soft-argmax,PCK@0.05,67.86601547062241,48.40064935064935,73.80251080037405,39.38412924524035,44.7357234081372,73.01634121521316,63.40387203419118,83.26744042994042,43.549012906598044,72.84831319485683,63.70454869204869,51.449310411810416,43.799744494188936,58.12781833551065,33.19310941700733,46.078579538226954,69.891091969465,52.37675218166547,56.40651146188959
Fine-tuned + Soft-argmax,PCK@0.10,74.93203998406582,58.79175269175269,86.48722478850685,51.68605571383349,57.53347929209998,81.72718357637977,71.61917008326583,87.91823315573315,53.388987173816886,85.5333927432539,76.40699161949162,70.47369343619344,58.42106453217564,73.12628354551431,49.17849777188525,60.703869128745104,85.94885677226948,73.79857518043934,69.26548131552292
Fine-tuned + Soft-argmax,PCK@0.20,82.703672476051,66.82007992007992,93.79164599250069,65.6445868945869,68.52134646962234,86.68283601319317,78.3724087181534,91.98949245199246,61.80959305572308,92.05285277171765,86.318938006438,82.23515974765975,70.94983719983719,82.16052067590527,61.64231392479652,74.27305817853302,94.11091168531644,85.67165573668464,78.74185868760415
