category,pck@0.05,pck@0.10,pck@0.20
motorbike,60.0,80.0,90.0
motorbike,50.0,80.0,90.0
motorbike,70.0,90.0,100.0
motorbike,55.55555555555556,88.88888888888889,100.0
motorbike,60.0,70.0,90.0
motorbike,40.0,60.0,70.0
motorbike,44.44444444444444,55.55555555555556,100.0
motorbike,50.0,80.0,80.0
motorbike,70.0,70.0,100.0
motorbike,80.0,100.0,100.0
motorbike,22.22222222222222,33.33333333333333,77.77777777777779
person,57.14285714285714,78.57142857142857,78.57142857142857
person,62.5,81.25,87.5
person,50.0,75.0,100.0
person,16.666666666666664,50.0,75.0
person,64.70588235294117,88.23529411764706,88.23529411764706
person,56.25,75.0,93.75
person,47.05882352941176,58.82352941176471,76.47058823529412
person,50.0,68.75,87.5
person,80.0,90.0,90.0
person,62.5,68.75,81.25
person,60.0,100.0,100.0
person,29.411764705882355,52.94117647058824,94.11764705882352
pottedplant,66.66666666666666,66.66666666666666,66.66666666666666
pottedplant,66.66666666666666,83.33333333333334,83.33333333333334
pottedplant,83.33333333333334,83.33333333333334,100.0
pottedplant,66.66666666666666,83.33333333333334,100.0
pottedplant,33.33333333333333,50.0,50.0
pottedplant,100.0,100.0,100.0
pottedplant,83.33333333333334,100.0,100.0
sheep,40.0,40.0,60.0
sofa,20.0,20.0,40.0
sofa,28.57142857142857,57.14285714285714,85.71428571428571
sofa,40.0,60.0,90.0
sofa,60.0,60.0,80.0
sofa,40.0,40.0,60.0
sofa,0.0,42.857142857142854,57.14285714285714
sofa,10.0,10.0,50.0
sofa,80.0,90.0,90.0
sofa,70.0,80.0,80.0
sofa,20.0,40.0,50.0
sofa,0.0,25.0,25.0
sofa,50.0,70.0,90.0
sofa,44.44444444444444,55.55555555555556,77.77777777777779
train,80.0,100.0,100.0
train,40.0,80.0,100.0
train,60.0,80.0,80.0
train,100.0,100.0,100.0
train,80.0,100.0,100.0
train,60.0,100.0,100.0
train,40.0,80.0,80.0
train,60.0,60.0,60.0
train,80.0,80.0,100.0
train,80.0,100.0,100.0
train,100.0,100.0,100.0
train,0.0,0.0,20.0
train,60.0,80.0,80.0
train,40.0,80.0,80.0
train,80.0,80.0,80.0
train,60.0,80.0,80.0
train,75.0,100.0,100.0
train,60.0,100.0,100.0
train,20.0,60.0,60.0
train,40.0,60.0,80.0
tvmonitor,50.0,75.0,100.0
tvmonitor,50.0,75.0,75.0
tvmonitor,50.0,50.0,50.0
tvmonitor,50.0,50.0,100.0
tvmonitor,50.0,50.0,75.0
tvmonitor,50.0,75.0,75.0
tvmonitor,50.0,100.0,100.0
tvmonitor,100.0,100.0,100.0
tvmonitor,100.0,100.0,100.0
tvmonitor,50.0,50.0,75.0
tvmonitor,50.0,100.0,100.0
tvmonitor,100.0,100.0,100.0
tvmonitor,50.0,83.33333333333334,83.33333333333334
tvmonitor,50.0,100.0,100.0
tvmonitor,100.0,100.0,100.0
