keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
18,0.1429,42,0.4538,0.3299,14.29
16,0.1667,42,0.4175,0.341,16.669999999999998
15,0.2527,182,0.2642,0.3005,25.27
19,0.2619,42,0.5299,0.4656,26.19
14,0.303,132,0.2721,0.344,30.3
8,0.319,210,0.223,0.2584,31.900000000000002
12,0.3208,240,0.2413,0.2258,32.08
13,0.3238,210,0.2358,0.2144,32.379999999999995
17,0.3393,56,0.3937,0.3724,33.93
10,0.3571,210,0.2487,0.275,35.709999999999994
11,0.425,240,0.2149,0.2291,42.5
9,0.4684,380,0.2738,0.3896,46.839999999999996
2,0.6556,90,0.104,0.1315,65.56
6,0.6813,342,0.1313,0.2464,68.13
5,0.7879,462,0.1154,0.232,78.79
7,0.8048,420,0.1064,0.1956,80.47999999999999
4,0.8071,420,0.0941,0.1618,80.71000000000001
1,0.8571,210,0.0731,0.1768,85.71
0,0.8654,156,0.0615,0.0762,86.53999999999999
3,0.881,210,0.0615,0.0632,88.1
